Question_ID	Option	%
546	Positive 	17.8
546	Negative 	66.6
546	I can't judge 	15.6
547	Good 	60.9
547	Fair	29.2
547	Poor	6.2
547	I can't judge	3.7
548	Good 	57.7
548	Fair 	28.6
548	Poor 	6.8
548	I can't judge 	6.9
549	Good 	53.1
549	Fair 	32.9
549	Poor 	10
549	I can't judge 	4
550	Good 	48.4
550	Fair	30.2
550	Poor	17.3
550	I can't judge	4.1
551	Good 	46.7
551	Fair 	34.2
551	Poor 	14.2
551	I can't judge 	4.9
552	Good 	43.9
552	Fair	33
552	Poor 	14
552	I can't judge 	9.1
553	The opinions of Italian scientific experts have been too disparate and caused confusion	47.8
553	Public intervention of Italian scientific experts have been clear and effective	33.3
553	It would be better if scientific experts gave their opinions to institutions confidentially and not publicly 	11
553	Most scientific experts are competent but unable to communicate clearly	7.9
554	Following normal precautions there is no danger of contagion	29
554	The only solution to reduce contagion is staying at home 	49.5
554	There is too much exaggeration on the dangers of Covid-19	1.7
554	Covid-19 is not more harmful than a normal flu	2
554	The pandemic is already out of control and threatens us all 	14.4
554	The individual cannot do anything to avoid contagion	3.4
555	Fear 	37.4
555	Solidarity 	28.4
555	Hysteria 	11.6
555	Upset	11
555	Resignation	6.6
555	Other	5
556	All equally 	30.6
556	Reducing the spread of the infection by closely controlling people's movement 	29.6
556	Funding research to develop drugs and vaccines 	21.2
556	Providing economic support for business companies and citizens	11
556	Building new hospitals and hiring healthcare workers 	5.8
556	Other 	1.8
557	Scientists will find solutions, but the time horizon will be quite long	73.9
557	Scientists will soon find solutions to eliminate Covid-19 risks	23.4
557	I don't think scientists will be able to find a solution	2.7
558	Never	1.3
558	Between 1 and 2 months	13.7
558	Between 3 and 5 months 	38.1
558	Between 6 months and a year	30.4
558	Over a year 	16.5
559	Very afraid	20
559	Somewhat afraid	42
559	Not very afraid	29
559	Not afraid at all 	8
559	I already have or have been exposed to the virus 	0
559	Don't know\Refuse	1
560	Yes	21
560	No	26
560	You, personally affected	29
560	Someone in your household affected 	31
561	Yes, all hours are covered for now	20
561	Yes, more than half are covered but not 100%	8
561	Less than half	6
561	No, employer is not paying for any lost hours	66
562	Yes	31
562	No	69
563	Very easy, no problems	21
563	There were delays and issues, but it all worked out	28
563	Difficult, still not able to access these benefits	51
564	Yes	90
564	No	10
565	Yes, I’m certain – it’s just a matter of time	48
565	Pretty sure	35
565	Doubtful	13
565	No, the job is gone forever – will have to find something else	4
566	Markets go up and down - I’m confident my investments will recover	76
566	The damage is permanent – it’s unlikely my investments will recover	24
567	Could not manage any unexpected expense, already too stretched	23
567	Up to $100	6
567	Up to $250	10
567	Up to $500	11
567	$500 to $1,000	14
567	Could manage over $1,000	36
568	Not being able to pay a utility bill (such as hydro, water, heat, phone, etc.)	6
568	Having to borrow money for essential things like groceries or transportation	9
568	Being late paying your rent or mortgage	5
568	Not being able to good quality groceries, having to buy what's cheap	20
568	Using a food bank or some service providing free food	5
568	Using a "pay day loan" type service that offers access to cash but at higher interest rates	3
569	Not being able to pay a utility bill (such as hydro, water, heat, phone, etc.)	27
569	Having to borrow money for essential things like groceries or transportation	23
569	Being late paying your rent or mortgage	30
569	Not being able to good quality groceries, having to buy what's cheap	34
569	Using a food bank or some service providing free food	14
569	Using a "pay day loan" type service that offers access to cash but at higher interest rates	9
570	Not being able to pay a utility bill (such as hydro, water, heat, phone, etc.)	34
570	Having to borrow money for essential things like groceries or transportation	32
570	Being late paying your rent or mortgage	34
570	Not being able to good quality groceries, having to buy what's cheap	53
570	Using a food bank or some service providing free food	19
570	Using a "pay day loan" type service that offers access to cash but at higher interest rates	12
571	Not being able to pay a utility bill (such as hydro, water, heat, phone, etc.)	66
571	Having to borrow money for essential things like groceries or transportation	68
571	Being late paying your rent or mortgage	66
571	Not being able to good quality groceries, having to buy what's cheap	47
571	Using a food bank or some service providing free food	81
571	Using a "pay day loan" type service that offers access to cash but at higher interest rates	88
572	Had this happen already	6
572	Worried about having to do this	27
572	Not had to and do not expect to deal with this	66
573	Had this happen already	9
573	Worried about having to do this	23
573	Not had to and do not expect to deal with this	68
574	Had this happen already	5
574	Worried about having to do this	30
574	Not had to and do not expect to deal with this	66
575	Had this happen already	20
575	Worried about having to do this	34
575	Not had to and do not expect to deal with this	47
576	Had this happen already	5
576	Worried about having to do this	14
576	Not had to and do not expect to deal with this	81
577	Had this happen already	3
577	Worried about having to do this	9
577	Not had to and do not expect to deal with this	88
578	Very confident	13
578	Confident	41
578	Not that confident	29
578	Not confident at all	13
578	Not sure/Can’t say	5
579	Very good job	17
579	Good job	47
579	Bad job	19
579	Very bad job	12
579	Don’t know/Can’t say	5
580	Very good job	31
580	Good job	48
580	Bad job	11
580	Very bad job	4
580	Don’t know/Can’t say	5
581	A few weeks	3
581	A month or two	17
581	Three to six months	40
581	Six months to a year	31
581	Later than the end of 2021	8
582	Employed/self employed full time (30 or more hours per week)	43
582	Employed/self employed part time (fewer than 30 hours per week)	11
582	Full time student	5
582	Homemaker	4
582	Retired	22
582	Currently looking for work	5
582	Not working for medical reasons	6
582	Other	5
583	Health care	11
583	Social assistance	2
583	Retail sales	7
583	Education (teaching, educational assistant etc.)	10
583	Accommodation and food service (restaurant, coffee shop, caterer, etc.)	4
583	Licensed professional services (e.g. medicine, law, veterinarian, accountant, etc.)	5
583	Manufacturing/construction	11
583	Finance, insurance, real estate	5
583	Public administration or government or non-profit work	10
583	Transportation and warehousing	5
583	Culture and recreation (e.g. tourism, hotels, etc.)	3
583	Tech or Information technology	6
583	Resources: Forestry, farming, fishing, mining, oil and gas	4
583	Agriculture	1
583	Other (please specify)	16
584	You live alone	15
584	Two/one other person	40
584	Three people	19
584	Four people	16
584	Five or more people in household	11
585	Single/Never married	21
585	Married	47
585	Common-law/Living as married	18
585	Separated/Divorced	9
585	Widowed	4
586	No, no children	40
586	Yes, have a child/children under 18	28
586	Yes, have a child/children over 18	35
587	Yes, I have a physical disability	12
587	No, I do not have a physical disability	74
587	I have mobility or other physical, vision or hearing challenges, but don’t consider myself to have a disability	13
590	Health Care	26
590	The Economy	13
590	Environment/Climate Change	10
590	Housing affordability	8
590	Jobs/Unemployment	7
590	The Deficit/Government spending	6
590	Income inequality/Poverty	6
590	Energy/Natural Resources/Pipelines	5
590	Immigration and refugees	4
590	Crime and Public safety	2
590	First Nations and Indigenous issues	2
590	Ethics and Corruption	2
590	Taxes	2
590	Terrorism and Security	2
590	International and global issues	2
590	National Unity (Western Canada and Quebec)	1
590	 Other (Specify)	2
591	No 	22
591	A little 	30
591	Quite a bit 	29
591	Very much 	19
592	No 	70
592	A little 	16
592	Quite a bit 	10
592	Very much	4
593	No 	8
593	A little 	35
593	Quite a bit 	30
593	Very much	27
594	No 	21
594	A little 	41
594	Quite a bit 	20
594	Very much 	18
595	No 	15
595	A little 	36
595	Quite a bit	27
595	Very much 	21
596	No 	29
596	A little 	43
596	Quite a bit 	19
596	Very much 	9
597	No 	69
597	A little 	19
597	Quite a bit 	8
597	Very much 	4
598	No 	31
598	A little 	36
598	Quite a bit 	21
598	Very much 	13
599	Not worried at all	5
599	A little worried 	26
599	Somewhat worried 	30
599	Worried a lot 	22
599	Extremely worried 	18
600	Much less worried 	1
600	Less worried 	5
600	More worried 	43
600	Much more worried 	25
600	About the same as before	25
601	Very likely 	12
601	Likely 	42
601	Unlikely 	37
601	Very unlikely 	9
602	Yes, me	1
602	Yes, someone I know personally	4
602	No, neither	95
603	It is a crisis that requires all of us to change our behaviours 	76
603	It is a problem that will require some to change their behaviours 	20
603	It is not that big a problem, we don't have to change much at all	3
604	The worst is behind us now 	5
604	The worst is still to come	64
604	I'm not sure at this point 	31
605	2 to 3 weeks 	4
605	4 to 5 weeks 	8
605	6 to 8 weeks 	14
605	2 to 3 months 	24
605	4 to 5 months 	13
605	6 or more months 	18
605	Unsure at this point 	20
606	2 to 3 weeks 	11
606	4 to 5 weeks 	8
606	6 to 8 weeks 	14
606	2 to 3 months 	19
606	4 to 5 months 	12
606	6 or more months 	36
607	Yes 	32
607	No 	68
608	Yes 	36
608	No 	64
609	Yes 	75
609	No 	25
610	Yes 	37
610	No 	63
611	About the same as usual 	37
611	Much more than usual	6
611	More than usual	10
611	Less than usual	17
611	Much less than usual	14
611	Not applicable to me 	17
612	About the same as usual	13
612	Much more than usual	2
612	More than usual 	2
612	Less than usual 	26
612	Much less than usual	53
612	Not applicable to me 	3
613	About the same as usual 	44
613	Much more than usual 	12
613	More than usual 	18
613	Less than usual 	7
613	Much less than usual 	4
613	Not applicable to me 	16
614	About the same as usual	31
614	Much more than usual 	13
614	More than usual 	15
614	Less than usual 	4
614	Much less than usual 	2
614	Not applicable to me 	34
615	About the same as usual 	40
615	Much more than usual 	3
615	More than usual 	5
615	Less than usual 	11
615	Much less than usual 	12
615	Not applicable to me 	30
616	About the same as usual 	40
616	Much more than usual 	24
616	More than usual 	21
616	Less than usual 	3
616	Much less than usual 	2
616	Not applicable to me 	10
617	About the same as usual 	40
617	Much more than usual 	23
617	More than usual 	23
617	Less than usual 	3
617	Much less than usual 	2
617	Not applicable to me 	9
618	About the same as usual 	9
618	Much more than usual 	2
618	More than usual 	2
618	Less than usual 	17
618	Much less than usual 	56
618	Not applicable to me 	14
619	About the same as usual 	25
619	Much more than usual 	2
619	More than usual 	4
619	Less than usual 	26
619	Much less than ususal 	24
619	Not applicable to me 	19
620	About the same as usual 	10
620	Much more than usual 	1
620	More than usual 	1
620	Less than usual 	9
620	Much less than usual 	25
620	Not applicable to me 	54
621	About the same as usual 	50
621	Much more than usual  	18
621	More than usual 	23
621	Less than usual 	4
621	Much less than usual 	2
621	Not applicable to me 	4
622	About the same as usual 	38
622	Much more than usual 	24
622	More than usual 	31
622	Less than usual 	3
622	Much less than usual 	2
622	Not applicable to me 	3
623	Not worried at all 	17
623	A little worried 	38
623	Somewhat worried 	26
623	Really worried 	20
624	Not worried at all 	10
624	A little worried 	32
624	Somewhat worried 	27
624	Really worried 	32
625	Not worried at all 	35
625	A little worried 	26
625	Somewhat worried 	19
625	Really worried 	20
626	Not worried at all 	21
626	A little worried 	29
626	Somewhat worried 	22
626	Really worried 	28
627	Not worried at all 	49
627	A little worried 	23
627	Somewhat worried 	15
627	Really worried 	14
